id,timestamp,src_ip,dst_ip,src_port,dst_port,protocol,bytes_sent,bytes_received,flow_duration,is_attack
1612,2025-03-25 14:12:40.214523,100.191.69.234,178.181.102.102,55207,56013,ICMP,221,3343,1090,0
1613,2025-03-25 14:12:41.214523,185.99.183.138,102.36.146.136,64398,12268,UDP,1576,3273,3249,0
1614,2025-03-25 14:12:42.214523,52.171.65.16,250.62.240.79,3732,30082,UDP,365,4930,1351,0
1615,2025-03-25 14:12:43.214523,178.30.143.69,211.36.214.173,12718,59619,TCP,127,1757,1999,0
1616,2025-03-25 14:12:44.214523,29.238.234.214,19.159.61.32,57288,40575,ICMP,2224,911,2591,0
1617,2025-03-25 14:12:45.214523,44.175.112.151,26.150.209.255,10548,64254,ICMP,531,1328,1884,0
1618,2025-03-25 14:12:46.214523,155.80.87.117,244.91.194.59,32904,39386,TCP,3877,2062,937,0
1619,2025-03-25 14:12:47.214523,23.210.250.110,31.252.120.244,58569,29395,TCP,4631,590,3016,1
1620,2025-03-25 14:12:48.214523,152.242.236.142,4.88.62.191,53683,4846,ICMP,1185,417,199,0
1621,2025-03-25 14:12:49.214523,4.219.126.126,54.131.179.21,40248,29902,ICMP,2194,4413,2468,0
1622,2025-03-25 14:12:50.214523,84.222.113.76,222.104.185.166,38004,37181,UDP,2585,2648,1098,0
1623,2025-03-25 14:12:51.214523,234.2.213.22,161.203.236.114,33433,6938,UDP,200,1940,3495,1
1624,2025-03-25 14:12:52.214523,11.240.17.217,23.101.54.77,14248,19188,ICMP,2254,1316,111,0
1625,2025-03-25 14:12:53.214523,136.201.245.50,31.103.38.94,41762,28204,ICMP,3148,432,2142,0
1626,2025-03-25 14:12:54.214523,116.253.123.42,80.101.130.195,26174,4712,UDP,899,1276,2925,0
1627,2025-03-25 14:12:55.214523,143.6.208.111,98.198.65.56,64755,15707,TCP,3922,2700,2408,0
1628,2025-03-25 14:12:56.214523,34.183.151.122,246.103.193.91,50712,14104,TCP,1395,3194,3241,0
1629,2025-03-25 14:12:57.214523,166.46.8.245,21.171.116.141,35417,31977,ICMP,534,2363,297,0
1630,2025-03-25 14:12:58.214523,172.156.82.235,245.132.7.196,44106,10940,ICMP,3904,1166,2309,0
1631,2025-03-25 14:12:59.214523,220.12.232.237,1.39.149.214,8997,57387,UDP,2713,3532,2773,1
1632,2025-03-25 14:13:00.214523,198.70.207.94,187.57.67.4,9601,30701,ICMP,1015,2890,318,0
1633,2025-03-25 14:13:01.214523,203.189.237.0,88.140.144.131,9094,28384,TCP,2375,2561,272,0
1634,2025-03-25 14:13:02.214523,221.36.197.170,240.231.190.112,61649,38829,UDP,4740,3589,2256,0
1635,2025-03-25 14:13:03.214523,136.16.151.218,159.102.217.31,9690,14477,UDP,747,2769,1368,0
1636,2025-03-25 14:13:04.214523,193.138.106.41,8.245.151.55,58785,62087,TCP,2395,1773,2926,0
1637,2025-03-25 14:13:05.214523,159.171.28.186,236.103.96.189,56666,23727,TCP,4178,2463,2451,1
1638,2025-03-25 14:13:06.214523,228.26.56.196,61.108.125.219,37392,60045,UDP,1531,4068,3155,0
1639,2025-03-25 14:13:07.214523,94.238.20.187,233.140.32.226,7807,9664,ICMP,2461,3823,3312,0
1640,2025-03-25 14:13:08.214523,94.89.34.104,90.56.15.1,47018,30287,TCP,4232,3601,1659,0
1641,2025-03-25 14:13:09.214523,36.171.122.58,115.179.197.188,42938,33873,UDP,823,2914,1701,0
1642,2025-03-25 14:13:10.214523,167.244.107.115,138.72.172.167,5995,40070,ICMP,1647,448,1600,0
1643,2025-03-25 14:13:11.214523,83.180.136.216,67.122.218.192,63226,17102,ICMP,1079,2222,443,0
1644,2025-03-25 14:13:12.214523,71.27.32.190,23.72.101.174,14514,24407,UDP,183,4233,609,0
1645,2025-03-25 14:13:13.214523,89.231.248.62,197.249.1.173,51381,16560,TCP,3586,3617,1093,1
1646,2025-03-25 14:13:14.214523,121.149.231.188,2.245.105.21,46743,51582,ICMP,1465,311,2517,0
1647,2025-03-25 14:13:15.214523,205.33.96.234,180.31.246.65,46104,8434,TCP,4914,3629,2858,0
1648,2025-03-25 14:13:16.214523,23.41.200.91,145.128.160.197,3014,16950,UDP,649,4980,1945,0
1649,2025-03-25 14:13:17.214523,74.39.55.84,251.127.198.218,6323,49292,TCP,3592,3736,2872,0
1650,2025-03-25 14:13:18.214523,71.57.75.254,104.226.99.50,46789,35272,ICMP,2862,4200,943,1
1651,2025-03-25 14:13:19.214523,39.104.11.150,234.109.207.91,20980,32183,UDP,3953,1366,1365,0
1652,2025-03-25 14:13:20.214523,107.67.242.177,177.203.126.104,23383,43063,ICMP,4782,247,2924,0
1653,2025-03-25 14:13:21.214523,108.227.10.149,140.234.171.157,47264,37390,ICMP,3299,1809,2509,0
1654,2025-03-25 14:13:22.214523,49.32.11.118,126.11.60.40,56496,48824,UDP,251,3122,1458,0
1655,2025-03-25 14:13:23.214523,214.171.210.175,47.42.147.100,38172,41785,UDP,3598,4090,1365,0
1656,2025-03-25 14:13:24.214523,168.167.248.227,218.183.97.116,29758,30114,TCP,2312,3564,3530,0
1657,2025-03-25 14:13:25.214523,118.155.67.156,146.132.82.227,63466,21591,UDP,3085,3936,3544,0
1658,2025-03-25 14:13:26.214523,44.133.116.247,253.87.76.61,5781,53856,TCP,4194,3421,2139,0
1659,2025-03-25 14:13:27.214523,96.147.24.75,197.179.213.188,20121,44687,UDP,1667,4623,289,0
1660,2025-03-25 14:13:28.214523,91.145.233.85,191.195.7.150,11419,16391,ICMP,311,468,2842,0
1661,2025-03-25 14:13:29.214523,159.82.146.93,14.89.237.144,17265,41436,TCP,4937,4080,2020,0
1662,2025-03-25 14:13:30.214523,250.89.78.82,79.235.237.9,39380,54486,UDP,2279,4843,3345,0
1663,2025-03-25 14:13:31.214523,61.59.21.162,99.143.40.105,28720,45740,TCP,3323,1570,3053,0
1664,2025-03-25 14:13:32.214523,148.64.225.133,62.172.255.81,51142,51934,TCP,4291,3193,3586,1
1665,2025-03-25 14:13:33.214523,95.94.105.17,159.79.137.145,5968,36391,TCP,1626,2697,591,0
1666,2025-03-25 14:13:34.214523,171.162.176.75,238.66.118.166,47187,55792,ICMP,621,4734,2604,0
1667,2025-03-25 14:13:35.214523,96.229.83.154,199.22.207.159,20840,6837,UDP,4046,3453,1730,0
1668,2025-03-25 14:13:36.214523,32.12.207.255,56.126.114.199,50864,60918,UDP,1802,1402,2631,0
1669,2025-03-25 14:13:37.214523,197.74.234.163,7.200.74.216,38035,37645,TCP,117,3424,548,0
1670,2025-03-25 14:13:38.214523,40.2.169.151,51.75.117.56,53877,61114,UDP,3580,1994,558,0
1671,2025-03-25 14:13:39.214523,122.148.75.226,154.70.151.240,25941,52468,ICMP,1819,4162,2994,0
1672,2025-03-25 14:13:40.214523,87.57.245.20,237.241.142.181,32219,35293,TCP,3416,2624,224,0
1673,2025-03-25 14:13:41.214523,36.59.157.12,203.131.184.214,22590,62772,ICMP,4114,1188,2819,0
1674,2025-03-25 14:13:42.214523,103.112.228.182,184.7.98.62,10940,42214,ICMP,978,1426,1522,0
1675,2025-03-25 14:13:43.214523,24.167.28.99,167.210.197.184,63847,41342,UDP,693,4369,1655,0
1676,2025-03-25 14:13:44.214523,150.113.142.100,150.93.243.159,56880,38042,UDP,4838,1383,1953,0
1677,2025-03-25 14:13:45.214523,6.42.228.44,238.58.90.211,21830,59566,TCP,4996,3456,1049,0
1678,2025-03-25 14:13:46.214523,250.201.99.251,76.164.145.66,11008,40783,ICMP,4650,1202,677,0
1679,2025-03-25 14:13:47.214523,82.28.184.203,118.253.63.177,2783,17522,UDP,1709,1167,2212,0
1680,2025-03-25 14:13:48.214523,38.218.189.197,155.41.62.134,61580,27013,TCP,975,844,2339,0
1681,2025-03-25 14:13:49.214523,96.6.145.176,29.116.204.152,42973,38198,TCP,3331,3174,2093,0
1682,2025-03-25 14:13:50.214523,90.157.228.44,80.228.241.82,27862,26592,UDP,2548,2590,368,0
1683,2025-03-25 14:13:51.214523,56.227.212.226,149.49.61.145,3506,52523,ICMP,4657,2226,1235,0
1684,2025-03-25 14:13:52.214523,74.83.217.212,221.158.22.59,25466,2065,TCP,2236,3864,737,0
1685,2025-03-25 14:13:53.214523,36.44.73.106,205.130.228.0,34743,40719,UDP,2153,2962,146,0
1686,2025-03-25 14:13:54.214523,78.243.171.33,143.90.101.45,59090,50187,TCP,183,3178,923,0
1687,2025-03-25 14:13:55.214523,239.192.45.3,176.193.56.241,28989,31123,UDP,1539,982,2398,0
1688,2025-03-25 14:13:56.214523,105.139.212.89,167.73.180.68,3103,25388,TCP,2768,2660,799,1
1689,2025-03-25 14:13:57.214523,143.236.70.102,175.132.134.87,3741,41663,ICMP,2319,4891,2883,0
1690,2025-03-25 14:13:58.214523,48.195.148.251,244.226.60.14,60700,40167,TCP,798,3934,3478,0
1691,2025-03-25 14:13:59.214523,11.154.155.252,68.184.166.46,28976,24506,UDP,1920,2874,2996,0
1692,2025-03-25 14:14:00.214523,144.237.114.13,250.89.190.59,21932,4700,UDP,4725,176,1034,0
1693,2025-03-25 14:14:01.214523,203.1.78.134,42.55.244.156,43484,56285,UDP,4514,3214,2568,1
1694,2025-03-25 14:14:02.214523,77.241.63.147,193.157.227.191,25885,46809,ICMP,1198,3328,1058,0
1695,2025-03-25 14:14:03.214523,107.91.251.125,246.216.117.200,8335,22805,UDP,2994,1112,2282,0
1696,2025-03-25 14:14:04.214523,8.61.141.252,88.63.111.240,29095,31072,UDP,3517,4385,3253,0
1697,2025-03-25 14:14:05.214523,255.34.185.246,7.155.234.21,24594,4089,ICMP,348,974,1938,0
1698,2025-03-25 14:14:06.214523,145.223.132.243,182.83.98.232,19473,3060,UDP,4582,4457,524,0
1699,2025-03-25 14:14:07.214523,250.61.191.8,196.63.83.185,34560,36838,UDP,2057,3656,2798,0
1700,2025-03-25 14:14:08.214523,217.132.83.29,6.192.94.56,65101,60718,ICMP,1990,2425,1728,0
1701,2025-03-25 14:14:09.214523,38.163.236.69,188.70.3.112,39282,17948,TCP,4558,1825,3001,1
1702,2025-03-25 14:14:10.214523,92.83.27.139,251.188.61.123,49326,64981,UDP,3467,4088,1888,0
1703,2025-03-25 14:14:11.214523,93.214.182.24,250.227.169.42,61425,61228,TCP,2215,2454,386,0
1704,2025-03-25 14:14:12.214523,75.149.39.99,160.221.93.135,29889,33868,ICMP,3163,4067,2321,0
1705,2025-03-25 14:14:13.214523,197.93.48.85,96.76.135.16,7669,53243,UDP,1906,2754,844,0
1706,2025-03-25 14:14:14.214523,140.165.161.154,94.185.238.88,55259,49672,UDP,395,3327,2375,0
1707,2025-03-25 14:14:15.214523,70.185.49.180,60.185.32.160,39024,17431,ICMP,2794,4495,2383,0
1708,2025-03-25 14:14:16.214523,211.73.6.70,199.183.80.86,27761,22542,UDP,2091,2494,514,0
1709,2025-03-25 14:14:17.214523,133.144.190.248,154.79.224.247,12509,18083,TCP,4039,4621,27,0
1710,2025-03-25 14:14:18.214523,106.174.83.52,202.17.93.186,39589,24076,TCP,131,141,1946,0
1711,2025-03-25 14:14:19.214523,56.79.113.96,162.145.181.163,26546,60762,ICMP,4750,4833,665,0
1712,2025-03-25 14:14:20.214523,204.58.213.235,234.160.145.69,55102,5291,UDP,3975,1948,2188,0
1713,2025-03-25 14:14:21.214523,235.39.59.67,41.19.164.150,56192,7012,UDP,4500,2224,1729,0
1714,2025-03-25 14:14:22.214523,237.8.245.178,187.231.91.56,53511,28998,ICMP,892,4291,2143,0
1715,2025-03-25 14:14:23.214523,80.185.71.226,48.205.229.122,65436,61127,TCP,4291,2966,2216,0
1716,2025-03-25 14:14:24.214523,228.175.88.155,64.187.120.233,13366,25060,TCP,1189,4932,1541,0
1717,2025-03-25 14:14:25.214523,8.60.113.65,8.219.110.74,41830,9704,ICMP,329,1746,1756,0
1718,2025-03-25 14:14:26.214523,220.72.116.157,53.26.1.38,49794,2509,UDP,2880,304,28,0
1719,2025-03-25 14:14:27.214523,33.107.66.40,113.43.181.182,14111,15737,TCP,4553,3434,2632,0
1720,2025-03-25 14:14:28.214523,109.57.39.9,225.244.220.96,38665,21067,UDP,4597,3759,3062,0
1721,2025-03-25 14:14:29.214523,199.247.220.21,34.191.61.201,35273,61603,TCP,889,754,308,0
1722,2025-03-25 14:14:30.214523,51.55.16.30,219.211.64.36,11117,3443,UDP,4294,2462,3470,0
1723,2025-03-25 14:14:31.214523,121.60.129.22,225.178.216.242,56481,57916,TCP,4466,1492,134,1
1724,2025-03-25 14:14:32.214523,17.154.5.49,70.192.105.254,53627,57319,UDP,1898,3768,2834,0
1725,2025-03-25 14:14:33.214523,201.63.105.102,73.251.26.121,62432,49104,ICMP,4080,4939,3365,0
1726,2025-03-25 14:14:34.214523,48.179.14.46,165.8.108.211,48214,37287,TCP,4557,384,1994,0
1727,2025-03-25 14:14:35.214523,38.142.178.180,101.124.218.27,17462,18164,ICMP,3340,1440,704,0
1728,2025-03-25 14:14:36.214523,42.123.34.50,33.197.232.59,41435,44508,TCP,4735,611,2543,0
1729,2025-03-25 14:14:37.214523,210.7.111.98,175.233.170.132,27423,64893,TCP,3956,3155,355,0
1730,2025-03-25 14:14:38.214523,247.144.87.2,233.10.170.115,63665,46234,TCP,413,4224,547,0
1731,2025-03-25 14:14:39.214523,250.50.109.243,248.34.208.169,20870,58624,UDP,332,3911,2686,0
1732,2025-03-25 14:14:40.214523,94.94.225.54,140.166.93.95,16732,51955,TCP,3607,3465,1041,0
1733,2025-03-25 14:14:41.214523,47.181.194.217,130.240.199.63,45063,13985,ICMP,1129,3178,110,0
1734,2025-03-25 14:14:42.214523,55.116.208.57,115.80.236.139,51008,44099,UDP,3706,4737,1499,0
1735,2025-03-25 14:14:43.214523,195.160.63.238,227.213.29.5,46392,7511,UDP,2811,2362,2058,0
1736,2025-03-25 14:14:44.214523,29.69.253.184,63.150.46.0,12022,61716,TCP,4439,4822,563,0
1737,2025-03-25 14:14:45.214523,181.147.20.42,196.191.88.230,56130,63136,UDP,2388,4123,3184,0
1738,2025-03-25 14:14:46.214523,84.252.59.197,8.120.190.45,48087,32134,TCP,4099,314,2897,0
1739,2025-03-25 14:14:47.214523,73.233.159.227,123.44.137.227,31702,43456,ICMP,2705,3341,1588,0
1740,2025-03-25 14:14:48.214523,58.208.148.219,67.173.7.10,11706,17384,UDP,3444,2368,2797,0
1741,2025-03-25 14:14:49.214523,49.35.243.188,155.244.25.218,64254,50434,UDP,2222,3431,3392,0
1742,2025-03-25 14:14:50.214523,46.6.251.53,69.132.25.242,50172,37867,ICMP,2430,2408,3361,0
1743,2025-03-25 14:14:51.214523,102.224.43.61,169.36.88.164,9543,25906,ICMP,3879,1937,2657,0
1744,2025-03-25 14:14:52.214523,37.202.205.52,59.147.214.54,57397,58190,TCP,4282,665,466,0
1745,2025-03-25 14:14:53.214523,190.86.33.186,25.166.168.171,32504,18526,UDP,980,3791,1404,0
1746,2025-03-25 14:14:54.214523,250.101.173.102,47.133.15.70,20718,49077,ICMP,3077,3998,177,0
1747,2025-03-25 14:14:55.214523,153.206.62.119,243.224.94.27,4324,8655,UDP,1272,900,1388,0
1748,2025-03-25 14:14:56.214523,215.217.255.142,30.185.32.58,7746,4041,ICMP,259,1378,1766,0
1749,2025-03-25 14:14:57.214523,196.139.204.182,59.15.116.179,41010,21749,UDP,2593,1401,3199,0
1750,2025-03-25 14:14:58.214523,122.207.248.142,49.56.38.222,25184,61148,ICMP,2229,3730,1287,1
1751,2025-03-25 14:14:59.214523,38.232.55.62,164.165.63.180,21083,51834,UDP,3178,4841,986,0
1752,2025-03-25 14:15:00.214523,65.250.254.118,206.65.75.105,36846,25786,TCP,2329,3604,2928,0
1753,2025-03-25 14:15:01.214523,161.68.15.50,68.167.28.216,14599,51973,UDP,3017,1091,961,1
1754,2025-03-25 14:15:02.214523,189.27.34.255,8.245.38.111,8994,59292,TCP,3113,4824,895,0
1755,2025-03-25 14:15:03.214523,174.13.91.195,125.196.196.239,35935,1808,TCP,1649,2625,3518,0
1756,2025-03-25 14:15:04.214523,155.167.78.155,4.31.196.5,22615,29044,TCP,4673,2529,1483,0
1757,2025-03-25 14:15:05.214523,160.49.39.252,110.27.175.30,32845,39483,UDP,3485,2700,2314,0
1758,2025-03-25 14:15:06.214523,203.238.103.150,183.214.148.14,10527,16789,UDP,1679,3260,1311,0
1759,2025-03-25 14:15:07.214523,170.254.251.133,91.48.45.117,61559,32151,TCP,3471,2239,25,0
1760,2025-03-25 14:15:08.214523,139.175.9.16,46.141.11.49,48941,4220,ICMP,2060,476,1209,0
1761,2025-03-25 14:15:09.214523,254.220.60.196,169.150.143.20,19946,10576,UDP,3944,1204,3137,0
1762,2025-03-25 14:15:10.214523,116.161.192.226,117.10.139.103,13199,42324,UDP,4797,2247,427,0
1763,2025-03-25 14:15:11.214523,118.18.16.90,234.98.164.115,54723,50738,UDP,2490,1713,1528,0
1764,2025-03-25 14:15:12.214523,143.155.84.251,26.232.97.74,55795,32945,UDP,1519,2947,1155,0
1765,2025-03-25 14:15:13.214523,111.68.159.199,222.148.221.55,42148,5770,TCP,4017,3567,2871,0
1766,2025-03-25 14:15:14.214523,125.56.251.240,90.183.80.79,62645,4023,ICMP,3935,122,1328,0
1767,2025-03-25 14:15:15.214523,122.80.28.200,75.41.34.127,56788,51369,ICMP,4528,2803,1857,0
1768,2025-03-25 14:15:16.214523,68.253.193.180,239.133.40.150,22413,45094,ICMP,4550,4111,2503,0
1769,2025-03-25 14:15:17.214523,197.145.164.31,225.53.70.212,48862,50244,ICMP,3730,4965,2795,0
1770,2025-03-25 14:15:18.214523,8.23.65.187,188.68.196.189,1846,16619,TCP,262,3448,3185,0
1771,2025-03-25 14:15:19.214523,90.13.174.194,139.112.167.89,18351,23087,UDP,215,3869,1907,0
1772,2025-03-25 14:15:20.214523,25.219.176.182,121.122.104.209,48081,52604,UDP,1570,1018,2620,0
1773,2025-03-25 14:15:21.214523,106.179.28.125,202.165.208.13,7174,7224,TCP,3179,2079,2574,0
1774,2025-03-25 14:15:22.214523,64.120.159.43,184.209.137.166,5449,39188,UDP,3952,476,87,1
1775,2025-03-25 14:15:23.214523,234.33.156.58,194.207.140.224,59142,24401,TCP,2938,1350,3568,1
1776,2025-03-25 14:15:24.214523,87.86.10.166,14.110.41.191,17056,14434,ICMP,642,1296,1873,0
1777,2025-03-25 14:15:25.214523,10.235.216.215,126.219.169.53,3222,46995,TCP,513,1770,3086,0
1778,2025-03-25 14:15:26.214523,69.10.240.11,47.124.129.131,61524,4622,UDP,781,3240,393,0
1779,2025-03-25 14:15:27.214523,253.162.193.199,210.130.111.2,54418,11588,UDP,741,3452,2733,0
1780,2025-03-25 14:15:28.214523,83.50.250.51,119.158.168.232,21103,46540,UDP,4078,3010,2562,0
1781,2025-03-25 14:15:29.214523,177.105.172.254,220.134.128.31,37244,31922,ICMP,1532,1456,756,0
1782,2025-03-25 14:15:30.214523,129.173.85.153,189.86.119.29,42898,59211,TCP,768,1866,2208,0
1783,2025-03-25 14:15:31.214523,94.223.103.254,123.242.58.158,14883,50749,TCP,2169,1465,3364,0
1784,2025-03-25 14:15:32.214523,163.38.109.147,168.197.168.16,51484,21622,UDP,1068,2464,218,0
1785,2025-03-25 14:15:33.214523,68.24.152.205,168.76.216.6,32443,41428,TCP,1280,4076,1445,0
1786,2025-03-25 14:15:34.214523,206.115.47.48,215.38.39.127,54353,60964,UDP,4919,3941,783,0
1787,2025-03-25 14:15:35.214523,152.172.139.34,114.209.34.16,9729,63109,TCP,3335,3344,546,0
1788,2025-03-25 14:15:36.214523,146.243.218.107,131.37.49.112,43904,18886,ICMP,351,643,1685,0
1789,2025-03-25 14:15:37.214523,89.39.154.153,122.28.57.56,65326,11289,ICMP,4400,3371,2007,0
1790,2025-03-25 14:15:38.214523,111.160.102.212,12.145.235.1,24260,10729,TCP,2979,3763,1545,0
1791,2025-03-25 14:15:39.214523,103.128.232.92,131.137.141.129,23443,56303,ICMP,4098,875,2088,0
1792,2025-03-25 14:15:40.214523,226.9.95.255,66.161.117.68,21002,63495,ICMP,890,1720,2074,0
1793,2025-03-25 14:15:41.214523,55.239.137.222,90.207.240.68,38633,26568,ICMP,4660,4412,491,0
1794,2025-03-25 14:15:42.214523,240.30.102.186,23.32.169.38,16382,15322,UDP,1595,631,3469,0
1795,2025-03-25 14:15:43.214523,119.75.123.77,246.44.3.139,35201,64003,TCP,4589,4644,1049,0
1796,2025-03-25 14:15:44.214523,192.153.222.210,93.67.205.181,30402,56852,TCP,3168,988,199,0
1797,2025-03-25 14:15:45.214523,82.32.104.211,230.67.36.208,38358,33694,UDP,2807,2013,371,0
1798,2025-03-25 14:15:46.214523,69.146.82.131,88.182.45.153,12406,52372,UDP,2677,4156,91,0
1799,2025-03-25 14:15:47.214523,176.120.207.122,207.222.88.5,54667,43495,ICMP,1335,492,399,0
1800,2025-03-25 14:15:48.214523,30.76.98.14,218.0.3.241,51731,47128,TCP,1158,1721,460,0
1801,2025-03-25 14:15:49.214523,63.158.237.248,165.215.152.54,15620,41958,UDP,1270,3557,2605,0
1802,2025-03-25 14:15:50.214523,144.223.216.18,79.122.234.227,34596,59022,ICMP,3718,2463,2273,0
1803,2025-03-25 14:15:51.214523,52.81.139.69,43.81.91.188,14245,49908,TCP,3759,1448,2837,0
1804,2025-03-25 14:15:52.214523,8.132.142.90,84.219.97.40,2303,7074,ICMP,3755,2960,2137,0
1805,2025-03-25 14:15:53.214523,165.21.248.10,216.142.118.181,64221,44976,TCP,156,417,3368,0
1806,2025-03-25 14:15:54.214523,15.42.160.152,74.36.22.252,46984,22058,ICMP,1992,4574,3247,0
1807,2025-03-25 14:15:55.214523,222.32.208.186,52.73.237.213,63540,46504,TCP,2669,804,1366,0
1808,2025-03-25 14:15:56.214523,172.46.203.71,221.36.20.121,8107,9508,TCP,4180,3871,573,0
1809,2025-03-25 14:15:57.214523,61.57.61.128,115.241.231.126,56162,63672,TCP,4556,1141,1294,0
1810,2025-03-25 14:15:58.214523,128.46.121.62,23.49.4.87,55795,60969,TCP,2048,2974,2760,0
1811,2025-03-25 14:15:59.214523,198.160.168.199,210.163.98.232,61945,54702,ICMP,322,4344,2392,0
1812,2025-03-25 14:16:00.214523,207.120.216.111,252.163.112.106,44885,32347,UDP,1739,4753,1859,0
1813,2025-03-25 14:16:01.214523,37.54.89.109,85.160.58.177,18795,21820,TCP,4522,2609,1199,0
1814,2025-03-25 14:16:02.214523,249.140.225.209,171.34.151.140,30999,30093,TCP,1857,4106,470,0
1815,2025-03-25 14:16:03.214523,66.28.251.191,11.10.253.135,46672,22851,TCP,935,3910,912,0
1816,2025-03-25 14:16:04.214523,180.57.162.216,237.220.242.68,61129,59956,TCP,2636,3124,839,1
1817,2025-03-25 14:16:05.214523,122.126.142.74,59.234.41.53,49309,58963,ICMP,2625,4890,2834,0
1818,2025-03-25 14:16:06.214523,93.243.188.157,135.73.49.24,20087,36385,UDP,1084,4742,1965,0
1819,2025-03-25 14:16:07.214523,6.17.27.122,113.193.16.165,3130,11339,UDP,1457,2227,1019,0
1820,2025-03-25 14:16:08.214523,65.196.158.185,171.186.162.237,25581,48992,UDP,4987,4713,3095,0
1821,2025-03-25 14:16:09.214523,232.62.121.226,255.23.128.73,49878,27543,ICMP,3160,2849,2586,0
1822,2025-03-25 14:16:10.214523,100.4.201.130,95.114.224.239,21631,10131,UDP,4577,343,2278,1
1823,2025-03-25 14:16:11.214523,78.46.120.152,105.208.244.127,38623,57028,ICMP,1546,108,1730,0
1824,2025-03-25 14:16:12.214523,54.82.224.162,34.191.138.200,52944,56805,ICMP,1471,3754,2178,0
1825,2025-03-25 14:16:13.214523,226.208.17.140,98.15.248.3,29553,4893,TCP,3324,2793,1174,0
1826,2025-03-25 14:16:14.214523,222.41.251.241,46.240.109.253,36978,16471,ICMP,1974,1423,2675,0
1827,2025-03-25 14:16:15.214523,189.211.170.216,215.65.107.14,28880,28394,UDP,2599,2396,166,0
1828,2025-03-25 14:16:16.214523,225.51.82.133,93.233.59.79,3597,63719,UDP,3461,2470,3321,1
1829,2025-03-25 14:16:17.214523,130.33.180.215,30.206.223.92,13832,61446,UDP,1242,2703,2730,0
1830,2025-03-25 14:16:18.214523,155.167.232.14,155.196.197.92,36391,8995,TCP,4409,3633,1692,0
1831,2025-03-25 14:16:19.214523,196.26.94.227,123.117.135.86,37825,32293,TCP,664,492,2623,0
1832,2025-03-25 14:16:20.214523,203.69.1.205,135.30.135.87,42220,59343,TCP,4927,1351,1297,0
1833,2025-03-25 14:16:21.214523,52.156.160.42,102.166.149.148,35096,26675,ICMP,4634,3066,243,0
1834,2025-03-25 14:16:22.214523,29.80.127.66,101.1.206.169,61798,57998,UDP,1688,4764,2416,0
1835,2025-03-25 14:16:23.214523,217.210.163.231,240.122.74.36,24776,36781,ICMP,4085,4439,2747,0
1836,2025-03-25 14:16:24.214523,123.68.133.88,160.39.117.96,56053,24470,ICMP,4824,3228,627,0
1837,2025-03-25 14:16:25.214523,176.167.144.101,188.16.142.152,18709,61835,UDP,1570,1266,2306,1
1838,2025-03-25 14:16:26.214523,22.212.188.93,33.48.244.166,52717,39132,TCP,4014,2666,3407,0
1839,2025-03-25 14:16:27.214523,101.193.114.10,255.107.153.177,52227,10667,UDP,3213,3107,2255,0
1840,2025-03-25 14:16:28.214523,243.11.117.45,107.128.179.7,56985,4847,ICMP,4590,292,1132,1
1841,2025-03-25 14:16:29.214523,250.236.101.134,73.159.212.86,42425,14478,ICMP,4442,426,2304,0
1842,2025-03-25 14:16:30.214523,180.86.25.205,67.12.158.149,60444,4956,TCP,3462,4220,1645,0
1843,2025-03-25 14:16:31.214523,159.219.133.76,231.49.207.110,12396,11244,ICMP,1736,4297,2295,0
1844,2025-03-25 14:16:32.214523,23.188.87.60,24.217.197.147,61025,9578,ICMP,3012,762,3298,0
1845,2025-03-25 14:16:33.214523,4.222.232.253,216.48.249.28,62166,3453,UDP,1572,4412,178,0
1846,2025-03-25 14:16:34.214523,31.114.104.97,14.31.113.112,10020,29232,TCP,1344,4937,1167,0
1847,2025-03-25 14:16:35.214523,243.136.147.253,113.8.131.225,17482,8468,UDP,3837,4125,3218,0
1848,2025-03-25 14:16:36.214523,98.66.220.105,69.64.59.67,57157,11534,UDP,2198,4462,1101,0
1849,2025-03-25 14:16:37.214523,154.110.144.96,192.20.217.202,32913,45069,UDP,2697,4357,2086,0
1850,2025-03-25 14:16:38.214523,108.92.209.74,6.191.13.166,60543,11561,ICMP,2612,4873,392,0
1851,2025-03-25 14:16:39.214523,8.148.134.120,108.3.67.49,62292,8171,ICMP,4614,985,592,1
1852,2025-03-25 14:16:40.214523,159.230.127.189,161.254.26.5,27689,41423,TCP,358,4053,2708,0
1853,2025-03-25 14:16:41.214523,150.234.43.5,113.72.141.76,39267,4622,ICMP,2458,2394,1468,0
1854,2025-03-25 14:16:42.214523,121.68.165.203,244.31.244.168,58408,38121,TCP,3493,3567,2842,0
1855,2025-03-25 14:16:43.214523,176.108.196.216,61.9.227.236,32677,7742,UDP,3878,1132,931,1
1856,2025-03-25 14:16:44.214523,189.131.37.48,38.77.194.216,27681,43715,UDP,3511,1571,121,0
1857,2025-03-25 14:16:45.214523,143.30.26.170,199.200.227.115,40976,58394,ICMP,1368,2744,337,0
1858,2025-03-25 14:16:46.214523,239.120.241.181,72.161.223.31,23204,14806,ICMP,1039,4171,1810,0
1859,2025-03-25 14:16:47.214523,156.23.2.129,23.166.18.22,32920,50268,TCP,2476,1248,2732,1
1860,2025-03-25 14:16:48.214523,130.195.154.202,136.190.165.138,57317,61032,ICMP,4051,140,2183,0
1861,2025-03-25 14:16:49.214523,172.189.67.21,148.34.149.199,63865,58676,ICMP,295,3856,1260,0
